vacancy-name,salary,link
Разработчик Directum,,https://rostov.hh.ru/vacancy/26298185?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Senior PHP (partially Python) Developer,,https://rostov.hh.ru/vacancy/28955536?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Разработчик систем видеоаналитики,,https://rostov.hh.ru/vacancy/28360328?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Фуллстек веб-разработчик (PHP/JavaScript/HTML/CSS),40 000-80 000 руб.,https://rostov.hh.ru/vacancy/28928362?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С,40 000-80 000 руб.,https://rostov.hh.ru/vacancy/19099417?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С,от 60 000 руб.,https://rostov.hh.ru/vacancy/27286606?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист PHP junior,20 000-40 000 руб.,https://rostov.hh.ru/vacancy/28904484?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
"Backend разработчик (php,yii)",75 000-90 000 руб.,https://rostov.hh.ru/vacancy/28461543?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Java to Scala разработчик,,https://rostov.hh.ru/vacancy/27553571?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
PHP Backend-разработчик,40 000-90 000 руб.,https://rostov.hh.ru/vacancy/28380643?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
JavaScript разработчик,,https://rostov.hh.ru/vacancy/28301419?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Начинающий программист 1С,,https://career.ru/vacancy/28428762?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист-стажер 1С,16 000-25 000 руб.,https://career.ru/vacancy/28741999?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Инженер-программист,45 000-50 000 руб.,https://rostov.hh.ru/vacancy/28883341?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Backend разработчик (Scala),от 70 000 руб.,https://rostov.hh.ru/vacancy/25094437?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Веб-программист-стажер (Junior разработчик),от 23 000 руб.,https://career.ru/vacancy/28846392?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Старший АВАР-разработчик (SAP),,https://rostov.hh.ru/vacancy/28941935?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Ведущий Frontend-разработчик JavaScript,,https://rostov.hh.ru/vacancy/27808646?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист ERP,от 40 000 руб.,https://rostov.hh.ru/vacancy/28101806?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
"Ведущий разработчик мобильных приложений (iOs, Android)",,https://rostov.hh.ru/vacancy/27807377?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Разработчик Data / Разработчик баз данных,,https://rostov.hh.ru/vacancy/27540145?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Web-разработчик / администратор,,https://rostov.hh.ru/vacancy/28356419?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Frontend-разработчик,,https://rostov.hh.ru/vacancy/28762463?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Разработчик 1С,,https://rostov.hh.ru/vacancy/28885316?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
"Frontend-разработчик (JS, Vue, React, Middle)",от 120 000 руб.,https://rostov.hh.ru/vacancy/28922196?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Frontend developer / фронтэнд разработчик,от 50 000 руб.,https://career.ru/vacancy/28733872?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1C 8.3 (проект перехода с 7.7 на 8.3),от 100 000 руб.,https://rostov.hh.ru/vacancy/28896459?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Junior Java-Web Developer,,https://rostov.hh.ru/vacancy/27953028?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Web-разработчик,,https://rostov.hh.ru/vacancy/28887070?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
"Программист 1С (проект ""АСД-финанс"")",,https://rostov.hh.ru/vacancy/28903810?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Front-end разработчик,,https://rostov.hh.ru/vacancy/28760651?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Frontend/JavaScript Developer,,https://rostov.hh.ru/vacancy/28013447?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
"Инженер-программист (Oracle, pl/sql)",,https://rostov.hh.ru/vacancy/27880749?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Разработчик PostgreSQL (возможен удаленный формат работы),от 100 000 руб.,https://rostov.hh.ru/vacancy/28570058?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Frontend-разработчик (верстальщик),,https://rostov.hh.ru/vacancy/26972365?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Инженер-разработчик,45 000-50 000 руб.,https://rostov.hh.ru/vacancy/28883438?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1C,от 65 000 руб.,https://rostov.hh.ru/vacancy/28570127?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1 С,,https://rostov.hh.ru/vacancy/28871871?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С (junior),15 000-45 000 руб.,https://career.ru/vacancy/25656500?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Senior Go Developer,,https://rostov.hh.ru/vacancy/27564073?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Senior Android developer,100 000-150 000 руб.,https://rostov.hh.ru/vacancy/28877448?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Младший веб-программист,от 20 000 руб.,https://career.ru/vacancy/28870309?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
RRP Development Executive/Специалист по продажам,,https://rostov.hh.ru/vacancy/28320448?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
RRP Development Executive / Специалист по продажам,,https://rostov.hh.ru/vacancy/28334060?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1C,40 000-100 000 руб.,https://rostov.hh.ru/vacancy/26549256?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Developer O'Script,,https://rostov.hh.ru/vacancy/28888097?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист-разработчик 1С,,https://rostov.hh.ru/vacancy/27833946?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С / внедренец 1С,35 000-100 000 руб.,https://rostov.hh.ru/vacancy/26771775?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
"Стажер программист (Битрикс, PHP, Backend)",до 40 000 руб.,https://career.ru/vacancy/28817741?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С,,https://rostov.hh.ru/vacancy/28821265?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Консультант-программист 1С,50 000-70 000 руб.,https://rostov.hh.ru/vacancy/28046348?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Python Programmer (CI/CD) (Программист Python),,https://rostov.hh.ru/vacancy/28602850?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист-разработчик,30 000-120 000 руб.,https://rostov.hh.ru/vacancy/24784139?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Аналитик-программист,,https://rostov.hh.ru/vacancy/28244060?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Веб-программист Битрикс (middle/senior),60 000-90 000 руб.,https://rostov.hh.ru/vacancy/28826309?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист PHP (Ростов-на-Дону),от 80 000 руб.,https://rostov.hh.ru/vacancy/28852699?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Ведущий программист 1C,,https://rostov.hh.ru/vacancy/28594313?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Python/Django-разработчик,,https://rostov.hh.ru/vacancy/28337133?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Ведущий программист,,https://career.ru/vacancy/28809626?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С,,https://rostov.hh.ru/vacancy/28789452?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Разработчик SharePoint,,https://rostov.hh.ru/vacancy/28863799?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист-стажер,от 12 000 руб.,https://career.ru/vacancy/28609727?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Middle/senior C# разработчик,,https://rostov.hh.ru/vacancy/28851236?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Ведущий программист 1С,,https://rostov.hh.ru/vacancy/28790641?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
"Front-end-разработчик (JS, Angular)",,https://rostov.hh.ru/vacancy/28289204?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Business Development Manager/Менеджер по развитию бизнеса,,https://rostov.hh.ru/vacancy/26080519?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Senior Backend PHP Developer,90 000-150 000 руб.,https://rostov.hh.ru/vacancy/28866893?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С,,https://rostov.hh.ru/vacancy/28531938?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Web-разработчик,25 000-50 000 руб.,https://rostov.hh.ru/vacancy/28411881?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Angular-разработчик,60 000-100 000 руб.,https://rostov.hh.ru/vacancy/28840266?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С,,https://career.ru/vacancy/28720669?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Ведущий веб-разработчик (team lead php),100 000-150 000 руб.,https://rostov.hh.ru/vacancy/28852770?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Business Development Manager/Менеджер по развитию бизнеса (склад),,https://rostov.hh.ru/vacancy/27895516?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Middle/Senior Android-разработчик,50 000-100 000 руб.,https://rostov.hh.ru/vacancy/28839368?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С (8.3),до 90 000 руб.,https://rostov.hh.ru/vacancy/27394042?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Scala Developer,,https://rostov.hh.ru/vacancy/24883125?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1C,52 000-52 000 руб.,https://rostov.hh.ru/vacancy/28639566?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Ассистент разработчика сайтов/web-дизайнер,,https://career.ru/vacancy/28870833?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Ведущий программист 1С,50 000-100 000 руб.,https://rostov.hh.ru/vacancy/25988330?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1C,,https://rostov.hh.ru/vacancy/28264590?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Стажер-разработчик SAP,,https://career.ru/vacancy/27642003?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Senior Java-developer,,https://rostov.hh.ru/vacancy/28399975?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Старший веб-программист,30 000-50 000 руб.,https://career.ru/vacancy/27180742?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Frontend-разработчик,60 000-100 000 руб.,https://rostov.hh.ru/vacancy/28827021?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Python Developer,,https://rostov.hh.ru/vacancy/24466635?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Инженер-разработчик (.Net/FullStack),,https://rostov.hh.ru/vacancy/28803238?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Front / Back-end Web Developer,,https://rostov.hh.ru/vacancy/28824765?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С (розница),от 55 000 руб.,https://rostov.hh.ru/vacancy/28014205?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Backend- разработчик,30 000-120 000 руб.,https://rostov.hh.ru/vacancy/26829784?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С БГУ/ЗКГУ,до 100 000 руб.,https://rostov.hh.ru/vacancy/24954991?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Senior PHP/MySQL developer,от 150 000 руб.,https://rostov.hh.ru/vacancy/23817352?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
IOS Developer,,https://rostov.hh.ru/vacancy/26587584?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Ведущий программист ABAP (SAP),,https://rostov.hh.ru/vacancy/28708116?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Senior Android Developer,,https://rostov.hh.ru/vacancy/24807076?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Android developer,,https://rostov.hh.ru/vacancy/28816551?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Разработчик Backend (Perl),от 60 000 руб.,https://rostov.hh.ru/vacancy/26895457?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Frontend developer,50 000-120 000 руб.,https://rostov.hh.ru/vacancy/24017350?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
PHP/MySQL developer,70 000-100 000 руб.,https://rostov.hh.ru/vacancy/23817508?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Frontend-разработчик,30 000-120 000 руб.,https://rostov.hh.ru/vacancy/24784278?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Ведущий инженер-программист,,https://rostov.hh.ru/vacancy/28286481?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Unity-разработчик,,https://rostov.hh.ru/vacancy/27624624?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Frontend-разработчик,,https://rostov.hh.ru/vacancy/28786363?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Java-разработчик,30 000-120 000 руб.,https://rostov.hh.ru/vacancy/25244028?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Разработчик (python),,https://rostov.hh.ru/vacancy/27394017?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
